location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Somchair,2016-08-12,       0.33,       0.92,      25.27,      10.54,       1.79,       0.05,       0.03,       2.43,       0.03,       2.40
Somchair,2016-08-19,       0.03,       2.91,,       9.82,       1.00,       0.01,       0.01,       1.51,       0.02,      21.00
Somchair,2016-08-28,,,,,,,,,,
Somchair,2016-09-09,       0.04,       1.17,      25.58,       8.90,       1.02,       0.01,       0.01,       1.36,       0.04,      21.00
Somchair,2016-09-12,,,,,,,,,,
Somchair,2016-09-17,       0.02,       1.57,,       9.17,       1.16,       0.01,       0.01,       2.03,       0.05,      19.10
Somchair,2016-09-24,       0.02,       1.37,,       9.51,       1.04,       0.01,       0.00,       1.26,       0.10,      18.00
Somchair,2016-09-30,,,,,,,,,,
Somchair,2016-10-15,       0.00,       0.94,      27.21,       9.30,       1.09,       0.03,       0.04,       1.41,       0.04,      15.30
Somchair,2016-10-27,       0.06,       0.98,,       9.34,       0.97,       0.01,       0.01,       1.23,       0.03,      12.50
Somchair,2016-10-29,,,,,,,,,,
Somchair,2016-11-02,       0.15,       1.36,      23.50,      11.34,       1.85,       0.02,       0.03,       2.71,       0.04,       5.50
Somchair,2016-11-03,       0.41,       3.77,      51.00,      10.98,       2.00,       0.04,       0.07,       2.68,       0.08,       5.80
Somchair,2016-11-08,       0.03,       4.12,      39.87,       7.94,       1.57,       0.01,       0.01,       1.68,       0.11,      26.00
Somchair,2016-11-25,       0.14,       1.98,,      11.64,       1.17,       0.03,       0.02,       1.92,       0.05,       4.70
Somchair,2016-11-27,,,,,,,,,,
Somchair,2016-12-11,       0.00,       2.01,      27.01,       7.47,       0.74,       0.03,       0.02,       1.12,       0.06,       9.20
Somchair,2016-12-17,       0.21,       1.06,,      11.35,       1.55,       0.03,       0.00,       1.91,       0.13,       2.90
Tansanee,2009-02-08,       0.06,       4.71,      73.98,      10.09,       0.18,       0.05,       0.01,,       0.20,      20.00
Tansanee,2009-03-07,       0.05,      10.64,      86.40,      10.15,       0.18,       0.00,       0.03,,       0.18,      26.00
Tansanee,2009-03-13,       0.06,       2.71,      28.51,      13.43,       1.45,       0.03,       0.06,,       0.15,       7.00
Tansanee,2009-04-10,       4.00,       0.00,      28.36,      12.94,       6.91,       0.39,       0.02,,       0.38,      17.00
Tansanee,2009-04-25,       0.14,       2.67,      47.52,       7.23,       1.60,       0.04,       0.01,,       0.08,      16.00
Tansanee,2009-05-09,       0.04,       8.69,      37.10,      12.13,       0.54,       0.02,       0.05,,       0.16,      22.00
Tansanee,2009-05-16,       0.04,       5.33,      23.88,      10.84,       1.42,       0.02,       0.00,,       0.25,      22.00
Tansanee,2009-06-06,       0.03,       9.65,      89.80,      14.85,       0.52,       0.01,       0.00,,       0.18,      24.00
Tansanee,2009-06-12,       0.64,       2.49,      48.48,      12.24,       2.46,       0.05,       0.02,,       0.14,       3.00
Tansanee,2009-07-02,       0.47,       2.81,      31.25,      12.38,       3.16,       0.09,       0.01,,       0.13,       4.00
Tansanee,2009-11-16,       1.08,       4.59,      42.12,       9.79,       2.01,       0.12,       0.08,,       0.22,       6.00
Tansanee,2009-12-01,       0.88,       2.81,      42.66,      11.82,       2.94,       0.12,       0.10,,       0.31,       3.50
Tansanee,2010-01-15,       3.55,,,,      17.30,       0.21,       0.07,,       0.11,       2.00
Tansanee,2010-01-23,       2.73,       3.24,      15.00,       8.91,       8.20,       0.28,       0.09,,       0.32,       1.00
Tansanee,2010-02-22,       2.33,,,,       9.90,       0.45,       0.09,,       0.38,       2.00
Tansanee,2010-03-27,       1.88,,,,       2.53,       0.19,       0.02,,       0.13,      10.00
Tansanee,2010-04-12,       0.48,,      60.84,      10.20,       2.18,       0.07,       0.10,,       0.20,       8.00
Tansanee,2010-05-03,       0.84,,,,       2.10,       0.19,       0.16,,       0.23,       6.00
Tansanee,2010-05-06,       0.09,       1.90,      51.11,       8.03,       1.74,       0.04,       0.02,,       0.32,      21.00
Tansanee,2010-05-08,       0.01,,,,       2.25,       0.05,       0.04,,       0.31,      26.00
Tansanee,2010-05-09,       0.94,,,,       0.25,       0.32,       0.02,,       0.22,
Tansanee,2010-05-15,       0.31,       1.78,      89.93,       5.86,       1.52,       0.13,       0.02,,       0.14,       9.00
Tansanee,2010-06-24,       0.05,,,,       1.84,       0.05,       0.02,,       0.19,      27.00
Tansanee,2010-07-02,       2.28,       1.86,      18.32,       9.23,       9.40,       0.33,       0.20,,       0.23,       3.00
Tansanee,2010-07-16,       0.19,,,,       0.42,       0.04,       0.12,,       0.20,      23.00
Tansanee,2010-07-22,       0.17,,     109.60,      15.96,,       0.05,       0.02,,       0.21,      26.00
Tansanee,2010-08-05,       0.24,,,,       1.56,       0.11,       0.02,,       0.07,
Tansanee,2010-08-14,       0.55,,      70.20,      12.31,       0.81,       0.17,       0.07,,       0.15,      28.00
Tansanee,2010-09-07,       0.07,,,,       1.03,       0.04,       0.02,,       0.25,      26.00
Tansanee,2010-10-09,       2.51,,      83.44,      10.73,       4.21,       0.39,       0.02,,       0.16,      21.00
Tansanee,2010-10-13,       0.01,,,,       1.20,       0.07,       0.07,,       0.28,      13.00
Tansanee,2010-10-15,       0.17,,      71.28,       7.89,       1.56,       0.03,       0.07,,       0.22,      16.50
Tansanee,2010-11-03,       2.70,       2.76,      64.53,       9.63,       4.76,       0.22,       0.02,,       0.11,       9.00
Tansanee,2010-11-04,       4.25,       6.54,      68.57,       3.80,       4.42,       0.86,       0.02,,       0.09,      16.00
Tansanee,2010-11-19,       0.15,,      55.63,      10.58,       1.31,       0.21,       0.10,,       0.23,       8.00
Tansanee,2010-12-11,       0.32,,,,       1.50,       0.29,       0.11,,       0.19,       7.00
Tansanee,2011-01-06,       0.04,,,,       1.79,       0.02,       0.08,,       0.26,      14.00
Tansanee,2011-01-29,       0.57,       1.92,,       8.86,       1.91,       0.29,       0.08,,       0.13,       8.00
Tansanee,2011-02-13,       0.36,,,,       2.16,       0.07,       0.10,,       0.14,       5.00
Tansanee,2011-02-18,       0.37,       2.94,      52.40,      11.81,       2.39,       0.07,       0.07,,       0.35,       3.00
Tansanee,2011-03-09,       0.06,,,,       1.83,       0.06,       0.01,,       0.07,      25.00
Tansanee,2011-03-23,       0.34,,,,       1.84,       0.05,       0.08,,       0.27,       7.00
Tansanee,2011-04-03,       0.95,,,,       6.15,       0.10,       0.09,,       0.19,
Tansanee,2011-04-12,       0.14,       2.65,      60.00,       8.90,       1.81,       0.12,       0.10,,       0.20,       8.00
Tansanee,2011-05-08,       0.11,,,,       1.90,       0.07,       0.11,,       0.14,      26.00
Tansanee,2011-05-19,       0.10,       2.93,      62.22,       6.42,       2.62,       0.06,       0.09,,       0.15,      21.00
Tansanee,2011-07-21,       0.24,       3.46,      48.30,       6.16,       2.28,       0.08,       0.07,,       0.33,      27.50
Tansanee,2011-08-05,       0.36,,,,       2.14,       0.10,       0.12,,       0.16,      15.00
Tansanee,2011-08-07,       0.13,,,,       1.76,       0.11,       0.09,,       0.23,      25.00
Tansanee,2011-08-10,       0.04,       4.83,      50.00,       7.95,       0.98,       0.03,       0.14,,       0.28,      19.50
Tansanee,2011-09-04,       0.14,       1.44,      43.65,       7.34,       2.12,       0.08,       0.07,,       0.09,      14.00
Tansanee,2011-09-11,       0.25,,,,       1.72,       0.09,       0.08,,       0.10,
Tansanee,2011-10-06,       0.15,       3.37,      69.15,       5.44,       0.88,       0.09,       0.15,,       0.19,      19.50
Tansanee,2011-10-22,       0.34,,,,       2.52,       0.11,       0.14,,       0.22,
Tansanee,2011-11-03,       1.23,       9.09,     105.60,       8.70,       2.53,       0.09,       0.09,,       0.36,       5.00
Tansanee,2011-11-09,       0.14,       7.85,      39.00,       6.79,       7.86,       0.01,       0.12,,       0.19,      19.00
Tansanee,2011-12-08,       0.13,      10.74,      56.09,       6.63,       0.35,       0.12,       0.10,,       0.17,      28.50
Tansanee,2011-12-11,       0.15,       7.81,      52.44,       7.45,       1.59,       0.05,       0.06,,       0.12,      12.50
Tansanee,2012-01-13,       1.18,,,,       3.45,       0.05,       0.05,,       0.19,       2.00
Tansanee,2012-02-25,       0.65,,,,       2.15,       0.07,       0.02,,       0.20,       4.00
Tansanee,2012-03-05,       0.78,,,,       3.38,       0.10,       0.10,,       0.17,      16.00
Tansanee,2012-03-12,       1.14,,,,       2.81,       0.04,       0.03,,       0.05,
Tansanee,2012-03-15,       2.77,,,,       3.72,       0.09,       0.05,,       0.42,       6.00
Tansanee,2012-03-25,       2.85,       1.59,      54.28,       7.04,       3.91,       0.08,       0.04,,       0.14,       6.00
Tansanee,2012-04-03,       0.78,       3.80,      63.84,       9.54,       2.19,       0.01,       0.04,,       0.09,       6.00
Tansanee,2012-04-13,       1.04,,,,       2.88,       0.10,       0.06,,       0.26,      13.00
Tansanee,2012-04-23,       0.53,       1.50,      43.78,       5.49,       1.51,       0.05,       0.06,,       0.13,      11.00
Tansanee,2012-05-13,       0.33,,,,       1.81,       0.08,       0.12,,       0.20,      19.00
Tansanee,2012-05-27,       0.25,       4.26,      68.30,       5.99,       1.70,       0.10,       0.14,,       0.26,      20.50
Tansanee,2012-06-07,       0.28,       1.50,      51.53,       4.93,       3.05,       0.16,       0.03,,       0.07,      17.00
Tansanee,2012-07-01,       1.31,       4.24,      62.02,      10.73,       4.11,       0.04,       0.03,,       0.26,       0.00
Tansanee,2012-07-20,       0.86,       8.42,      54.40,       5.71,       2.08,       0.17,       0.02,,       0.18,      24.00
Tansanee,2012-08-10,       1.36,,,,       1.97,       0.07,       0.27,,       0.36,      16.00
Tansanee,2012-08-26,       0.14,,,,       1.58,       0.06,       0.10,,       0.16,      25.00
Tansanee,2012-09-12,       0.68,,,       7.68,       1.47,       0.04,       0.02,,       0.04,      11.00
Tansanee,2012-09-15,       0.12,       1.50,      50.11,       7.28,       2.17,       0.12,       0.09,,       0.19,      18.00
Tansanee,2012-09-17,       0.06,,,,       3.05,       0.02,       0.15,,       0.23,      19.50
Tansanee,2012-10-08,       0.15,       8.58,      58.40,       5.67,       1.51,       0.03,       0.04,,       0.10,      21.00
Tansanee,2012-10-15,       0.24,       3.20,       9.00,       7.89,       2.31,       0.04,       0.19,,       0.30,      15.00
Tansanee,2012-11-26,       0.14,,,,       1.77,       0.02,       0.07,,       0.11,      15.00
Tansanee,2012-11-30,       0.24,       1.50,      68.64,       9.62,       2.17,       0.03,       0.11,,       0.24,      10.00
Tansanee,2013-01-19,       0.34,       4.80,      68.40,      10.22,       2.68,       0.04,       0.07,       3.50,       0.13,       7.00
Tansanee,2013-03-16,       0.20,       1.50,      45.72,       8.67,       2.55,       0.07,       0.12,       3.50,       0.20,      11.00
Tansanee,2013-04-14,       0.15,       1.50,      55.88,       9.22,       2.41,       0.04,       0.08,       3.50,       0.16,       8.00
Tansanee,2013-05-17,       0.11,       1.50,      20.00,       6.09,       2.16,       0.07,       0.11,       3.50,       0.18,      20.00
Tansanee,2013-06-17,       0.06,       6.39,     294.18,       9.41,       0.13,       0.02,       0.11,       2.30,       0.23,      18.00
Tansanee,2013-07-11,       0.10,       3.30,      19.97,       9.16,       2.50,       0.05,       0.06,       3.21,       0.12,       9.00
Tansanee,2013-08-09,       0.07,       7.16,      52.14,      15.46,       2.65,       0.30,       0.07,       3.52,       0.08,      23.00
Tansanee,2013-08-17,       0.03,       1.50,       9.00,       6.04,       3.18,       0.14,       0.08,       3.74,       0.18,      23.00
Tansanee,2013-09-02,       0.70,       1.50,      51.92,      10.38,       2.62,       0.04,       0.05,       3.50,       0.11,       2.00
Tansanee,2013-10-28,       2.79,       3.31,       9.00,       8.63,       7.09,       0.23,       0.26,      10.53,       0.30,       9.00
Tansanee,2013-11-18,       5.92,       4.26,       9.00,       9.70,       0.70,       0.10,       0.30,      13.59,       0.40,      10.00
Tansanee,2013-12-07,       0.03,       3.15,     248.19,       5.40,       1.77,       0.06,       0.12,       1.91,       0.39,      28.00
Tansanee,2013-12-14,       5.25,       1.50,       9.00,      13.97,       6.60,       0.15,       0.17,      14.07,       0.28,       7.00
Tansanee,2014-03-09,      11.93,      10.03,      53.70,       9.80,       6.47,       0.49,       0.00,      21.51,       0.10,      23.00
Tansanee,2014-03-12,       4.67,       7.14,      44.57,      10.42,       4.99,       2.05,       0.22,      13.85,       0.39,       7.00
Tansanee,2014-03-28,       0.23,       5.17,      96.21,       8.28,       2.54,       0.08,       0.08,       3.23,       0.18,       5.00
Tansanee,2014-05-16,       0.06,       4.92,      60.07,,       2.34,       0.06,       0.09,       3.00,       0.16,      19.00
Tansanee,2014-06-01,      12.50,       1.50,       9.00,      12.36,       2.23,       0.14,       0.11,      15.77,       0.21,       2.00
Tansanee,2014-06-27,       0.04,       4.50,      71.39,       5.85,       1.16,       0.16,       0.07,       2.83,       0.19,      21.00
Tansanee,2014-07-11,       3.44,       3.64,      20.33,       9.10,       4.04,       0.22,       0.13,       9.03,       0.27,      13.00
Tansanee,2014-07-26,       3.97,      10.17,      31.06,       2.72,       3.31,       0.36,       0.00,      12.01,       0.20,      29.00
Tansanee,2014-09-01,       5.01,,,,       2.92,       0.15,,       8.29,,       1.00
Tansanee,2014-09-14,       4.74,       7.32,      44.17,      10.46,       7.00,       0.54,       0.00,      17.63,       0.19,      21.00
Tansanee,2014-10-12,       4.04,       5.18,      19.93,      13.54,       3.73,       0.15,       0.25,       8.27,       0.38,       5.00
Tansanee,2014-10-17,       8.28,       1.60,       5.00,       7.11,       6.43,       0.49,       0.12,      15.94,       0.32,      19.00
Tansanee,2014-10-25,       7.45,       5.11,      21.52,       8.79,       6.25,       0.37,       0.12,      15.68,       0.18,      13.00
Tansanee,2014-11-22,      14.87,       5.40,      32.25,      10.38,       2.65,       0.22,       0.30,      22.52,       0.36,       7.00
Tansanee,2015-01-22,       3.53,      17.95,     104.57,       8.92,       1.71,       0.16,       0.03,       8.07,       0.20,       3.00
Tansanee,2015-03-04,       0.76,       4.88,      25.30,       8.42,       2.26,       0.06,       0.08,       3.35,       0.17,      14.00
Tansanee,2015-03-20,       1.31,      22.48,     181.48,       9.27,       4.57,       0.06,       0.02,       6.10,       0.13,       7.00
